Signal ID: User markers
Start Time: 11/03/2020 22:45:21

11.03.2020 22:45:21,250; Start
11.03.2020 22:51:18,490; Marker
11.03.2020 22:51:46,500; Marker
11.03.2020 22:52:21,000; Marker
11.03.2020 22:56:43,240; Marker
11.03.2020 23:00:25,750; Lights Off
12.03.2020 08:40:04,120; Lights On
12.03.2020 08:41:08,020; Marker
12.03.2020 08:41:27,790; Marker
12.03.2020 08:42:36,090; Marker
12.03.2020 08:44:04,840; Marker
12.03.2020 08:45:31,000; End
