Signal ID: User markers
Start Time: 14/07/2021 22:06:00

14.07.2021 22:06:00,480; Start
14.07.2021 22:16:28,250; Marker
14.07.2021 22:18:42,240; Marker
14.07.2021 22:32:46,000; Marker
14.07.2021 22:34:33,250; Marker
14.07.2021 22:36:59,230; Lights Off
15.07.2021 07:25:00,240; Lights On
15.07.2021 07:32:39,750; Marker
15.07.2021 07:35:27,000; Marker
15.07.2021 08:06:03,000; End
