Signal ID: User markers
Start Time: 11/08/2021 22:13:09

11.08.2021 22:13:09,000; Start
11.08.2021 22:15:45,750; Marker
11.08.2021 22:25:04,250; Lights Off
12.08.2021 07:13:06,000; Lights On
12.08.2021 07:18:34,750; Marker
12.08.2021 07:18:43,000; Marker
12.08.2021 07:20:17,490; Marker
12.08.2021 07:21:20,500; Marker
12.08.2021 08:06:36,750; End
