Signal ID: User markers
Start Time: 15/07/2021 22:47:02

15.07.2021 22:47:02,250; Start
15.07.2021 22:53:02,500; Marker
15.07.2021 23:09:03,750; Lights Off
16.07.2021 06:55:03,750; Lights On
16.07.2021 06:55:09,000; Marker
16.07.2021 06:55:32,000; Marker
16.07.2021 06:57:33,000; Marker
16.07.2021 09:04:29,750; End
