Signal ID: User markers
Start Time: 12/08/2021 22:10:09

12.08.2021 22:10:09,000; Start
12.08.2021 22:15:10,000; Marker
12.08.2021 22:20:30,240; Lights Off
13.08.2021 07:10:02,500; Lights On
13.08.2021 07:13:47,000; Marker
13.08.2021 07:13:56,250; Marker
13.08.2021 07:15:04,000; Marker
13.08.2021 07:16:08,000; Marker
13.08.2021 08:08:31,740; End
