Signal ID: User markers
Start Time: 26/02/2020 21:00:16

26.02.2020 21:00:16,490; Start
26.02.2020 21:06:42,490; Marker
26.02.2020 21:07:05,000; Marker
26.02.2020 21:08:25,000; Marker
26.02.2020 21:14:21,000; Marker
26.02.2020 21:15:05,070; Lights Off
27.02.2020 06:55:27,000; Lights On
27.02.2020 06:56:30,000; Marker
27.02.2020 06:58:03,730; Marker
27.02.2020 07:01:04,490; End
