Signal ID: User markers
Start Time: 27/07/2021 22:43:13

27.07.2021 22:43:13,240; Start
27.07.2021 22:46:25,740; Marker
27.07.2021 22:47:41,740; Marker
27.07.2021 22:55:03,740; Lights Off
28.07.2021 07:21:38,750; Lights On
28.07.2021 07:26:13,490; Marker
28.07.2021 07:27:19,000; Marker
28.07.2021 07:28:23,490; Marker
28.07.2021 08:38:04,750; End
