Signal ID: User markers
Start Time: 11/03/2020 23:15:36

11.03.2020 23:15:36,750; Start
11.03.2020 23:22:19,500; Marker
11.03.2020 23:22:40,000; Marker
11.03.2020 23:23:22,250; Marker
11.03.2020 23:27:09,500; Marker
11.03.2020 23:30:14,000; Lights Off
12.03.2020 09:11:12,090; Lights On
12.03.2020 09:12:05,270; Marker
12.03.2020 09:12:36,170; Marker
12.03.2020 09:13:40,120; Marker
12.03.2020 09:16:10,740; End
