Signal ID: User markers
Start Time: 17/11/2021 22:01:29

17.11.2021 22:01:29,000; Start
17.11.2021 22:06:43,750; BIOCALIBRATIONS START
17.11.2021 22:12:22,240; LIGHTS OFF
18.11.2021 06:58:18,010; Lights On
18.11.2021 07:15:29,000; BIOCALIBRATIONS START
18.11.2021 07:15:35,000; EYES OPEN
18.11.2021 07:16:26,740; EYES CLOSED
18.11.2021 07:17:18,250; BIOCALIBRATIONS END
18.11.2021 08:03:16,240; End
