Signal ID: User markers
Start Time: 28/10/2021 21:44:48

28.10.2021 21:44:48,000; Start
28.10.2021 21:46:35,000; BIOCALIBRATIONS START
28.10.2021 22:00:03,000; LIGHTS OFF
29.10.2021 06:45:15,740; LIGHTS ON
29.10.2021 06:49:33,250; BIOCALIBRATIONS START
29.10.2021 06:49:52,240; EYES OPEN
29.10.2021 06:50:47,250; EYES CLOSED
29.10.2021 06:51:39,000; BIOCALIBRATIONS END
29.10.2021 07:36:33,740; End
