Signal ID: User markers
Start Time: 28/10/2021 23:04:25

28.10.2021 23:04:25,250; Start
28.10.2021 23:31:18,000; BIOCALIBRATIONS START
28.10.2021 23:36:02,740; LIGHTS OFF
29.10.2021 07:37:13,250; LIGHTS ON
29.10.2021 07:38:29,250; BIOCALIBRATIONS START
29.10.2021 07:39:03,500; EYES OPEN
29.10.2021 07:40:02,000; EYES CLOSED
29.10.2021 07:42:05,740; BIOCALIBRATIONS END
29.10.2021 09:06:43,500; End
